,id,date_time,year,month,mdate,day,time,sensor_id,sensor_name,hourly_counts
500,2888126,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,40,Lonsdale St-Spring St (West),18
501,2888127,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,36,Queen St (West),153
502,2888128,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,29,St Kilda Rd-Alexandra Gardens,14
503,2888129,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,42,Grattan St-Swanston St (West),87
504,2888130,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,43,Monash Rd-Swanston St (West),8
505,2888131,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,44,Tin Alley-Swanston St (West),4
506,2888132,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,35,Southbank,95
507,2888133,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,45,Little Collins St-Swanston St (East),185
508,2888134,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,46,Pelham St (S),0
509,2888135,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,47,Melbourne Central-Elizabeth St (East),139
510,2888136,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,48,QVM-Queen St (East),21
511,2888137,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,49,QVM-Therry St (South),67
512,2888138,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,50,Faraday St-Lygon St (West),9
513,2888139,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,51,QVM-Franklin St (North),19
514,2888140,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,52,Elizabeth St-Lonsdale St (South),131
515,2888141,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,54,Lincoln-Swanston(West),22
516,2888142,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,55,Elizabeth St-La Trobe St (East),208
517,2888143,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,56,Lonsdale St - Elizabeth St (North),32
518,2888144,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,57,Bourke St Bridge,9
519,2888145,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,58,Bourke St - Spencer St (North),87
520,2888146,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,59,Swanston St - RMIT Building 80,2
521,2888147,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,61,Swanston St - RMIT Building 14,31
522,2888148,2019-11-02T02:00:00.000,2019,November,2,Saturday,2,62,La Trobe St (North),40
523,2888149,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,4,Town Hall (West),96
524,2888150,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,17,Collins Place (South),13
525,2888151,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,18,Collins Place (North),11
526,2888152,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,53,Collins St (North),49
527,2888153,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,2,Bourke Street Mall (South),49
528,2888154,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,1,Bourke Street Mall (North),38
529,2888155,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,3,Melbourne Central,186
530,2888156,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,15,State Library,58
531,2888157,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,9,Southern Cross Station,9
532,2888158,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,10,Victoria Point,5
533,2888159,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,12,New Quay,7
534,2888160,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,11,Waterfront City,0
535,2888161,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,8,Webb Bridge,6
536,2888162,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,7,Birrarung Marr,3
537,2888163,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,5,Princes Bridge,106
538,2888164,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,6,Flinders Street Station Underpass,122
539,2888165,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,14,Sandridge Bridge,1
540,2888166,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,26,QV Market-Elizabeth St (West),90
541,2888167,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,24,Spencer St-Collins St (North),64
542,2888168,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,23,Spencer St-Collins St (South),16
543,2888169,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,25,Melbourne Convention Exhibition Centre,202
544,2888170,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,21,Bourke St-Russell St (West),215
545,2888171,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,20,Chinatown-Lt Bourke St (South),76
546,2888172,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,19,Chinatown-Swanston St (North),61
547,2888173,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,22,Flinders St-Elizabeth St (East),274
548,2888174,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,27,QV Market-Peel St,7
549,2888175,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,28,The Arts Centre,38
550,2888176,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,31,Lygon St (West),5
551,2888177,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,30,Lonsdale St (South),263
552,2888178,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,34,Flinders St-Spark La,4
553,2888179,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,39,Alfred Place,13
554,2888180,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,37,Lygon St (East),6
555,2888181,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,40,Lonsdale St-Spring St (West),18
556,2888182,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,36,Queen St (West),123
557,2888183,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,29,St Kilda Rd-Alexandra Gardens,16
558,2888184,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,42,Grattan St-Swanston St (West),15
559,2888185,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,43,Monash Rd-Swanston St (West),1
560,2888186,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,44,Tin Alley-Swanston St (West),5
561,2888187,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,35,Southbank,36
562,2888188,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,45,Little Collins St-Swanston St (East),109
563,2888189,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,46,Pelham St (S),9
564,2888190,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,47,Melbourne Central-Elizabeth St (East),115
565,2888191,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,48,QVM-Queen St (East),15
566,2845332,2019-09-29T18:00:00.000,2019,September,29,Sunday,18,10,Victoria Point,50
567,2888192,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,49,QVM-Therry St (South),25
568,2888193,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,50,Faraday St-Lygon St (West),2
569,2888194,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,51,QVM-Franklin St (North),19
570,2888195,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,52,Elizabeth St-Lonsdale St (South),174
571,2888196,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,54,Lincoln-Swanston(West),15
572,2888197,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,55,Elizabeth St-La Trobe St (East),219
573,2888198,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,56,Lonsdale St - Elizabeth St (North),39
574,2888199,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,57,Bourke St Bridge,3
575,2888200,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,58,Bourke St - Spencer St (North),41
576,2888201,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,59,Swanston St - RMIT Building 80,1
577,2888202,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,61,Swanston St - RMIT Building 14,50
578,2888203,2019-11-02T03:00:00.000,2019,November,2,Saturday,3,62,La Trobe St (North),71
579,2888204,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,4,Town Hall (West),78
580,2888205,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,17,Collins Place (South),6
581,2888206,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,18,Collins Place (North),1
582,2888207,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,53,Collins St (North),12
583,2888208,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,2,Bourke Street Mall (South),26
584,2888209,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,1,Bourke Street Mall (North),24
585,2888210,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,3,Melbourne Central,127
586,2888211,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,15,State Library,28
587,2888212,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,9,Southern Cross Station,2
588,2888213,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,10,Victoria Point,1
589,2888214,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,12,New Quay,1
590,2888215,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,11,Waterfront City,6
591,2888216,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,8,Webb Bridge,2
592,2888217,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,7,Birrarung Marr,12
593,2888218,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,5,Princes Bridge,69
594,2888219,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,6,Flinders Street Station Underpass,99
595,2888220,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,14,Sandridge Bridge,3
596,2888221,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,26,QV Market-Elizabeth St (West),63
597,2888222,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,24,Spencer St-Collins St (North),56
598,2888223,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,23,Spencer St-Collins St (South),12
599,2888224,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,25,Melbourne Convention Exhibition Centre,47
600,2888225,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,21,Bourke St-Russell St (West),195
601,2888226,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,20,Chinatown-Lt Bourke St (South),25
602,2888227,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,19,Chinatown-Swanston St (North),36
603,2888228,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,22,Flinders St-Elizabeth St (East),244
604,2888229,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,27,QV Market-Peel St,10
605,2888230,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,28,The Arts Centre,37
606,2888231,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,31,Lygon St (West),19
607,2888232,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,30,Lonsdale St (South),159
608,2888233,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,34,Flinders St-Spark La,6
609,2888234,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,39,Alfred Place,17
610,2888235,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,37,Lygon St (East),6
611,2888236,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,40,Lonsdale St-Spring St (West),5
612,2888237,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,36,Queen St (West),83
613,2888238,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,29,St Kilda Rd-Alexandra Gardens,12
614,2888239,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,42,Grattan St-Swanston St (West),13
615,2888240,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,43,Monash Rd-Swanston St (West),3
616,2888241,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,44,Tin Alley-Swanston St (West),4
617,2888242,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,35,Southbank,22
618,2888243,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,45,Little Collins St-Swanston St (East),33
619,2888244,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,46,Pelham St (S),2
620,2888245,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,47,Melbourne Central-Elizabeth St (East),62
621,2888246,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,48,QVM-Queen St (East),21
622,2888247,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,49,QVM-Therry St (South),41
623,2888248,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,50,Faraday St-Lygon St (West),4
624,2888249,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,51,QVM-Franklin St (North),10
625,2888250,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,52,Elizabeth St-Lonsdale St (South),32
626,2888251,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,54,Lincoln-Swanston(West),8
627,2888252,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,55,Elizabeth St-La Trobe St (East),115
628,2888253,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,56,Lonsdale St - Elizabeth St (North),21
629,2888254,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,57,Bourke St Bridge,11
630,2888255,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,58,Bourke St - Spencer St (North),28
631,2888256,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,59,Swanston St - RMIT Building 80,2
632,2888257,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,61,Swanston St - RMIT Building 14,18
633,2888258,2019-11-02T04:00:00.000,2019,November,2,Saturday,4,62,La Trobe St (North),27
634,2888259,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,4,Town Hall (West),58
635,2888260,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,17,Collins Place (South),21
636,2888261,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,18,Collins Place (North),6
637,2888262,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,53,Collins St (North),33
638,2888263,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,2,Bourke Street Mall (South),20
639,2888264,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,1,Bourke Street Mall (North),25
640,2888265,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,3,Melbourne Central,68
641,2888266,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,15,State Library,23
642,2888267,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,9,Southern Cross Station,6
643,2888268,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,10,Victoria Point,14
644,2888269,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,12,New Quay,5
645,2888270,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,11,Waterfront City,0
646,2888271,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,8,Webb Bridge,4
647,2888272,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,7,Birrarung Marr,5
648,2888273,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,5,Princes Bridge,52
649,2888274,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,6,Flinders Street Station Underpass,99
650,2888275,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,14,Sandridge Bridge,3
651,2888276,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,26,QV Market-Elizabeth St (West),57
652,2888277,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,24,Spencer St-Collins St (North),126
653,2888278,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,23,Spencer St-Collins St (South),23
654,2888279,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,25,Melbourne Convention Exhibition Centre,45
655,2888280,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,21,Bourke St-Russell St (West),131
656,2888281,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,20,Chinatown-Lt Bourke St (South),25
657,2888282,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,19,Chinatown-Swanston St (North),28
658,2888283,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,22,Flinders St-Elizabeth St (East),151
659,2888284,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,27,QV Market-Peel St,14
660,2888285,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,28,The Arts Centre,32
661,2888286,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,31,Lygon St (West),24
662,2888287,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,30,Lonsdale St (South),122
663,2888288,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,34,Flinders St-Spark La,7
664,2888289,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,39,Alfred Place,9
665,2888290,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,37,Lygon St (East),12
666,2888291,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,40,Lonsdale St-Spring St (West),13
667,2888292,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,36,Queen St (West),20
668,2888293,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,29,St Kilda Rd-Alexandra Gardens,9
669,2888294,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,42,Grattan St-Swanston St (West),6
670,2888295,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,43,Monash Rd-Swanston St (West),2
671,2888296,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,44,Tin Alley-Swanston St (West),2
672,2888297,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,35,Southbank,48
673,2888298,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,45,Little Collins St-Swanston St (East),46
674,2888299,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,46,Pelham St (S),3
675,2888300,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,47,Melbourne Central-Elizabeth St (East),41
676,2888301,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,48,QVM-Queen St (East),14
677,2888302,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,49,QVM-Therry St (South),31
678,2888303,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,50,Faraday St-Lygon St (West),11
679,2888304,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,51,QVM-Franklin St (North),9
680,2888305,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,52,Elizabeth St-Lonsdale St (South),18
681,2888306,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,54,Lincoln-Swanston(West),6
682,2888307,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,55,Elizabeth St-La Trobe St (East),80
683,2888308,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,56,Lonsdale St - Elizabeth St (North),6
684,2888309,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,57,Bourke St Bridge,7
685,2888310,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,58,Bourke St - Spencer St (North),45
686,2888311,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,59,Swanston St - RMIT Building 80,0
687,2888312,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,61,Swanston St - RMIT Building 14,28
688,2888313,2019-11-02T05:00:00.000,2019,November,2,Saturday,5,62,La Trobe St (North),16
689,2888314,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,4,Town Hall (West),102
690,2888315,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,17,Collins Place (South),61
691,2888316,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,18,Collins Place (North),27
692,2888317,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,53,Collins St (North),60
693,2888318,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,2,Bourke Street Mall (South),106
694,2888319,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,1,Bourke Street Mall (North),85
695,2888320,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,3,Melbourne Central,118
696,2888321,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,15,State Library,33
697,2888322,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,9,Southern Cross Station,31
698,2888323,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,10,Victoria Point,15
699,2888324,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,12,New Quay,20
700,2888325,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,11,Waterfront City,12
701,2888326,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,8,Webb Bridge,9
702,2888327,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,7,Birrarung Marr,29
703,2888328,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,5,Princes Bridge,69
704,2888329,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,6,Flinders Street Station Underpass,207
705,2888330,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,14,Sandridge Bridge,4
706,2888331,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,26,QV Market-Elizabeth St (West),130
707,2888332,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,24,Spencer St-Collins St (North),201
708,2888333,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,23,Spencer St-Collins St (South),38
709,2888334,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,25,Melbourne Convention Exhibition Centre,143
710,2888335,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,21,Bourke St-Russell St (West),92
711,2888336,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,20,Chinatown-Lt Bourke St (South),24
712,2888337,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,19,Chinatown-Swanston St (North),38
713,2888338,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,22,Flinders St-Elizabeth St (East),203
714,2888339,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,27,QV Market-Peel St,31
715,2888340,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,28,The Arts Centre,45
716,2888341,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,31,Lygon St (West),19
717,2888342,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,30,Lonsdale St (South),120
718,2888343,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,34,Flinders St-Spark La,16
719,2888344,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,39,Alfred Place,28
720,2888345,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,37,Lygon St (East),9
721,2888346,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,40,Lonsdale St-Spring St (West),27
722,2888347,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,36,Queen St (West),24
723,2888348,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,29,St Kilda Rd-Alexandra Gardens,44
724,2888349,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,42,Grattan St-Swanston St (West),23
725,2888350,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,43,Monash Rd-Swanston St (West),7
726,2888351,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,44,Tin Alley-Swanston St (West),4
727,2888352,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,35,Southbank,156
728,2888353,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,45,Little Collins St-Swanston St (East),69
729,2888354,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,46,Pelham St (S),5
730,2888355,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,47,Melbourne Central-Elizabeth St (East),86
731,2888356,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,48,QVM-Queen St (East),59
732,2888357,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,49,QVM-Therry St (South),42
733,2888358,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,50,Faraday St-Lygon St (West),16
734,2888359,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,51,QVM-Franklin St (North),17
735,2888360,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,52,Elizabeth St-Lonsdale St (South),39
736,2888361,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,54,Lincoln-Swanston(West),4
737,2888362,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,55,Elizabeth St-La Trobe St (East),100
738,2888363,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,56,Lonsdale St - Elizabeth St (North),27
739,2888364,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,57,Bourke St Bridge,23
740,2888365,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,58,Bourke St - Spencer St (North),102
741,2888366,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,59,Swanston St - RMIT Building 80,7
742,2888367,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,61,Swanston St - RMIT Building 14,35
743,2888368,2019-11-02T06:00:00.000,2019,November,2,Saturday,6,62,La Trobe St (North),12
744,2888369,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,4,Town Hall (West),269
745,2888370,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,17,Collins Place (South),86
746,2888371,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,18,Collins Place (North),44
747,2888372,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,53,Collins St (North),114
748,2888373,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,2,Bourke Street Mall (South),161
749,2888374,2019-11-02T07:00:00.000,2019,November,2,Saturday,7,1,Bourke Street Mall (North),162
